sentence,label
نمی‌دانم چه اتفاقی تو زندگیشون افتاده که باعث می‌شود آن ها پاشون را از گلیمشون درازتر کنند,رسمی
  یا مسیح  یا مسیح  نه,محاوره
اگر بیافتید توشون دیگر راهی برای در اومدن از آنها نیست از این طرف,رسمی
آدم ها برای اون جون دادن,محاوره
  بخوام از همچین آدمی خرید کنم,محاوره
 خفه شو  هر یه قدمی اینجا که جنگیدیم کشته دادیم,محاوره
 دیروز صبح خبر داد که به دنبال عقب نشینی آلمانی ها می رفت,محاوره
می‌بینند هنوز همدیگر را دوست دارند یا نه,رسمی
پوششی هست  قربان؟ جایی که ازش بپریم؟,محاوره
  چیه؟  گوشت سگ آلمانی,محاوره
 به همراه پدافند و توپخانه ای که تا بحال نمونش رو ندیدیم,محاوره
برادرت رو باید همین الان بریم,محاوره
 قربان  دستور دارم که جلوی این حمله رو بگیرم,محاوره
درست  فقط جلوی پات رو بپا,محاوره
  واسه خودت و بچه,محاوره
حتی موش‌هاشون بزرگ‌تر از موش‌های ما هستند,رسمی
  معطل نکن  بله قربان,محاوره
هم اکنون بواسطه این تدهین مقدس از خداوند منان طلب می‌کنم,رسمی
سرباز بلیک در راه نجات هم رزمش ,محاوره
باشد آن ها تمرین‌ها را بلدند,رسمی
از اینجا تا در‌ادامه دارد,رسمی
صدها هزار ساعت انقدر سخت رانندگی کنی,محاوره
اره من عاشق دعوا سر چیزای کوچیکم,محاوره
عالیه  آخرین خونه ای که دیدیم چند مایل عقبتر بود,محاوره
پس چه اتفاقی برای آن افتاد؟ چرا برای تو اهمیت دارد؟,رسمی
خب یک منور برای ایشان بیاور کیلگور شاید به یک دردی خوردی,رسمی
  خواهش میکنم  من الان باید برم  خواهش میکنم,محاوره
میشه بهت یه چیزی بگم شاید خودتم بدونیش ,محاوره
هی  کی آخرین بار اومده بیرون؟,محاوره
ازینجا تا در امتداد دارد,رسمی
آن ها از زن و مادرشان متنفرن و حتماً آلمان یک عن دونی هست,رسمی
کنارش یک راه کوچک هست,رسمی
منو یادش نمی‌آید این را نگو,رسمی
 ولی نمی خواست توی کوله اش همینجوری با خودش ببره,محاوره
 اگه می تونی حرکت کنی  برو به منطقه تریاژ,محاوره
ایشان را می‌سپارم به تو ستوان,رسمی
ما شرط بستیم  بگو چه روزیه؟,محاوره
از ژنرال ارینمور دستور دارم که جلوی حمله را بگیرم,رسمی
یه گلوله تو سرت بکارم,محاوره
 ولی قربان  اونموقع روز هست دیده میشیم,محاوره
  بین  سیم خاردارها یه شکاف هست,محاوره
اون من رو اذیت نمی کنه,محاوره
 بعدش برین شمال غربی کوچه پردایس توی جبهه,محاوره
  بزن اون منور کوفتی رو,محاوره
به خاطر چه منو انتخاب کردی؟,رسمی
مامانم خودش می‌رود یک جارو اجاره می‌کند,رسمی
با بچه‌ها هم وقت می‌گذرانی؟,رسمی
تا پل بعدی <عدد>کیلومتر فاصله ست  باید مسیرمون رو عوض کنیم,محاوره
نمیتونم تا گرگ و میش  یا مه آلود شدن هوا صبر کنم,محاوره
این درست مثل یک موج می‌ماند قبل اینکه بشکند,رسمی
این جا رو ببین  خیلی بزرگ ه,محاوره
حدس می‌زنم چندتا آدم خوب ایستادند تا کمکش کنند,رسمی
می دونی مثلا چه اتفاقی توی زندگیشون می افته که از حد خودشون می گذرن,محاوره
دو شب پیش بمباران شدن,رسمی
در پناه حق باشد که خدا تمامی,رسمی
لازمه که در موردش فکر کنیم,رسمی
ما در حال انجام ماموریتیم فقط بگذار من بروم,رسمی
صف آلمانی‌ها را شکستن,رسمی
  لعنتی  باز چه خبر شده؟  نگو که یه درخت دیگه انداختن,محاوره
تو خودت اصلاً بچه نداری,رسمی
حداقل می‌توانستند با یخورده فریبندگی عقب‌نشینی کنند حرومزاده‌ها,رسمی
 احتمالا نزدیکای پیچ بعدی باشن,محاوره
فقط لطفا اگر می‌شه نامه را بگیرید,رسمی
بعدش  اسکات  از دستشویی اومد بیرون,محاوره
تو کامیون  سربازها جا هست قربان ,محاوره
در این دنیای پر از غصه سیاحت می‌کنم,رسمی
  عیب نداره  با آب قاطیش میکنیم,محاوره
مکن تو تلگراف بعدیش به شما اشاره کند,رسمی
 چنتا سرباز آلمانی که از گردانشون عقب افتاده بودن برامون دردسرساز شدن,محاوره
خیلی خب دوباره راهی شدیم دوستان,رسمی
چیزی برای فکرکردن نیست اون داداش بزرگه مه,محاوره
پس فک کنم دیگه برام فایده نداری,محاوره
خطوط آلمان ها  حدودا صدوپنجاه متر اون طرف تره ,محاوره
یک شب آلمانی‌ها صداشون درنیامد حالا فکر کردند رفتن,رسمی
چند تا قربان تمامی اخبار تو شهر سیلور سیتی,رسمی
آره  دوست دارم با یک لعنتی بجنگم,محاوره
و همرزم خود را از مرگ حتمی نجات داد و از این‌طور مزخرفات,رسمی
نمی‌توانم تا گرگ و میش یا مه‌آلود شدن هوا صبر کنم,رسمی
  خبری شده  گروهبان؟  خبر از چی؟,محاوره
در آن سرزمین تابناکی که رهسپارش هستم وجود ندارد,رسمی
نمی‌دانستم چرا دارم تو را انتخاب می‌کنم,رسمی
گردان  نیوفاندلند  جلو کشیده  و نیاز به نیروی کمکی دارن,محاوره
از اینجا می‌رود به سمت در,رسمی
باید آن شیشه مشروب را بگذاری کنار,رسمی
واقعا فکر می کنی هتل فرق می کرد؟,محاوره
عیب ندارد با آب قاطیش می‌کنیم,رسمی
بزودی دوباره می‌توانی جلق بزنی,رسمی
خب برای‌اینکه بدانی سروان بلیک کجا است احتمالا آن با افرادش رفته,رسمی
من یک مسافر غریبه هستم  ,محاوره
  به نظر آدم خوبیه,محاوره
ولی بخاطر اینکه حال خودتو خوب کنی با برادر من  لاس نزن,محاوره
موافقی  ستوان؟   بله  قربان  ,محاوره
و اگر بتونه خطوط اونا رو الآن بشکنه  ورق رو برمی گردونه,محاوره
درون زمان خودتان آقایان,رسمی
چقدر طول می‌کشد تا برسید آنجا؟,رسمی
عسلم  خیلی زیبا شدی  تو خیلی شیرینی,محاوره
< > به آن سرزمینی روشنایی که بروم < >,محاوره
این جای لعنتی را ببینید,رسمی
  گفتم شاید اینجا یه غذایی مسخره ای گیرمون بیاد,محاوره
با اولین علامت گروهان ای پیشروی می‌کند بعدش گروهان بی جاشون می‌رود خط مقدم,رسمی
هوی راننده یک بارم شده تو مسیر برون,رسمی
  تو که اونجا خوب خدمت کردی  حداقل مدالت رو به سینت بزن,محاوره
  به معنی واقعی کلمه گوه  دارم جدی می گم,محاوره
باشد حوا است به جلو پات باشد,رسمی
 فکر نمی کردم این م موریت رو بهمون میدن,محاوره
  و تمام عزیزان مرحوم م  ,محاوره
اون داستان رو ادامه بده  اوه آره  درسته  ,محاوره
 فقط میگم که باید منتظر بمونیم,محاوره
خب تا‌جایی‌که می‌دانم ستوان بلیک باید با افرادش به خط زده باشد,رسمی
  کارسازه  چون تاریکه و میری دنبال بوی تعفن,محاوره
از ژنرال دستور داریم فقط بگذار بروم,رسمی
  باعث نمی شه که خاص بشی برای کسی تفاوتی ایجاد نمی کنه,محاوره
 کاش به اون موش شلیک می کردم,محاوره
برگردید برگردید سر پستتون برگردید برگردید آماده باشید,رسمی
و بعد در ماه می باید میچیدیمشون  من و جو,محاوره
